campaignId,campaignTitle,cityId,slot,filePath,status,prompt
silverbough-root-bell,The Warden Bell in the Root,north,thumb,public/one-shot-images/silverbough-root-bell/silverbough-root-bell-thumb.png,pending,"Painted dark-fantasy illustration in a restrained gold-and-sage palette over deep charcoal shadow, moody directional lighting, textured brushwork, cinematic widescreen composition, no text, no watermark, no UI elements, no borders. Cover illustration for the DMOS one-shot contract ""The Warden Bell in the Root"". Setting: Silverbough, in the world of Nexis. A single striking image of the mystery's central object, document, or scene, establishing intrigue at a glance."
silverbough-root-bell,The Warden Bell in the Root,north,opening,public/one-shot-images/silverbough-root-bell/silverbough-root-bell-opening.png,pending,"Painted dark-fantasy illustration in a restrained gold-and-sage palette over deep charcoal shadow, moody directional lighting, textured brushwork, cinematic widescreen composition, no text, no watermark, no UI elements, no borders. Opening scene of ""The Warden Bell in the Root"". Setting: Silverbough, in the world of Nexis. Scene: The shrine grove looks peaceful until every bird faces the same root. Beneath it, a silver bell swings without making a sound."
silverbough-root-bell,The Warden Bell in the Root,north,decision,public/one-shot-images/silverbough-root-bell/silverbough-root-bell-decision.png,pending,"Painted dark-fantasy illustration in a restrained gold-and-sage palette over deep charcoal shadow, moody directional lighting, textured brushwork, cinematic widescreen composition, no text, no watermark, no UI elements, no borders. Decision scene of ""The Warden Bell in the Root"" - the moment the crew commits to a plan of action. Setting: Silverbough, in the world of Nexis. Scene: Under the root is a cracked ward-stone and a folded petition asking that the failure be hidden until festival week ends."
silverbough-root-bell,The Warden Bell in the Root,north,outcome-1,public/one-shot-images/silverbough-root-bell/silverbough-root-bell-outcome-1.png,pending,"Painted dark-fantasy illustration in a restrained gold-and-sage palette over deep charcoal shadow, moody directional lighting, textured brushwork, cinematic widescreen composition, no text, no watermark, no UI elements, no borders. Outcome illustration 1 of ""The Warden Bell in the Root"", depicting how the crew's choice resolves. Setting: Silverbough, in the world of Nexis. Outcome: You answered the silent root-bell of Silverbough and restored a cracked ward before the grove failure spread."
silverbough-root-bell,The Warden Bell in the Root,north,outcome-2,public/one-shot-images/silverbough-root-bell/silverbough-root-bell-outcome-2.png,pending,"Painted dark-fantasy illustration in a restrained gold-and-sage palette over deep charcoal shadow, moody directional lighting, textured brushwork, cinematic widescreen composition, no text, no watermark, no UI elements, no borders. Outcome illustration 2 of ""The Warden Bell in the Root"", depicting how the crew's choice resolves. Setting: Silverbough, in the world of Nexis. Outcome: You brought a hidden Silverbough ward failure into public record and forced the Conservatory to repair what it wanted buried."
ironhall-furnace-ledger,The Furnace Ledger,east,thumb,public/one-shot-images/ironhall-furnace-ledger/ironhall-furnace-ledger-thumb.png,pending,"Painted dark-fantasy illustration in a restrained gold-and-sage palette over deep charcoal shadow, moody directional lighting, textured brushwork, cinematic widescreen composition, no text, no watermark, no UI elements, no borders. Cover illustration for the DMOS one-shot contract ""The Furnace Ledger"". Setting: Ironhall, in the world of Nexis. A single striking image of the mystery's central object, document, or scene, establishing intrigue at a glance."
ironhall-furnace-ledger,The Furnace Ledger,east,opening,public/one-shot-images/ironhall-furnace-ledger/ironhall-furnace-ledger-opening.png,pending,"Painted dark-fantasy illustration in a restrained gold-and-sage palette over deep charcoal shadow, moody directional lighting, textured brushwork, cinematic widescreen composition, no text, no watermark, no UI elements, no borders. Opening scene of ""The Furnace Ledger"". Setting: Ironhall, in the world of Nexis. Scene: Ironhall should be quieter after the work bell. It is not. A furnace line keeps cycling, stamping blank plates with an obsolete machine mark."
ironhall-furnace-ledger,The Furnace Ledger,east,decision,public/one-shot-images/ironhall-furnace-ledger/ironhall-furnace-ledger-decision.png,pending,"Painted dark-fantasy illustration in a restrained gold-and-sage palette over deep charcoal shadow, moody directional lighting, textured brushwork, cinematic widescreen composition, no text, no watermark, no UI elements, no borders. Decision scene of ""The Furnace Ledger"" - the moment the crew commits to a plan of action. Setting: Ironhall, in the world of Nexis. Scene: The blank plates are being prepared for a private security order outside official foundry contracts."
ironhall-furnace-ledger,The Furnace Ledger,east,outcome-1,public/one-shot-images/ironhall-furnace-ledger/ironhall-furnace-ledger-outcome-1.png,pending,"Painted dark-fantasy illustration in a restrained gold-and-sage palette over deep charcoal shadow, moody directional lighting, textured brushwork, cinematic widescreen composition, no text, no watermark, no UI elements, no borders. Outcome illustration 1 of ""The Furnace Ledger"", depicting how the crew's choice resolves. Setting: Ironhall, in the world of Nexis. Outcome: You stopped an Ironhall furnace line producing unregistered armor plates and forced the output into public count."
ironhall-furnace-ledger,The Furnace Ledger,east,outcome-2,public/one-shot-images/ironhall-furnace-ledger/ironhall-furnace-ledger-outcome-2.png,pending,"Painted dark-fantasy illustration in a restrained gold-and-sage palette over deep charcoal shadow, moody directional lighting, textured brushwork, cinematic widescreen composition, no text, no watermark, no UI elements, no borders. Outcome illustration 2 of ""The Furnace Ledger"", depicting how the crew's choice resolves. Setting: Ironhall, in the world of Nexis. Outcome: You traced the hidden buyer behind Ironhall's blank-plate order before the foundry could claim a clerical accident."
highcourt-sealed-petition,The Sealed Petition,south,thumb,public/one-shot-images/highcourt-sealed-petition/highcourt-sealed-petition-thumb.png,pending,"Painted dark-fantasy illustration in a restrained gold-and-sage palette over deep charcoal shadow, moody directional lighting, textured brushwork, cinematic widescreen composition, no text, no watermark, no UI elements, no borders. Cover illustration for the DMOS one-shot contract ""The Sealed Petition"". Setting: Highcourt, in the world of Nexis. A single striking image of the mystery's central object, document, or scene, establishing intrigue at a glance."
highcourt-sealed-petition,The Sealed Petition,south,opening,public/one-shot-images/highcourt-sealed-petition/highcourt-sealed-petition-opening.png,pending,"Painted dark-fantasy illustration in a restrained gold-and-sage palette over deep charcoal shadow, moody directional lighting, textured brushwork, cinematic widescreen composition, no text, no watermark, no UI elements, no borders. Opening scene of ""The Sealed Petition"". Setting: Highcourt, in the world of Nexis. Scene: Highcourt's petition hall smells of wax, linen, and controlled panic. The third signature on the sealed petition is perfect, old, and impossible."
highcourt-sealed-petition,The Sealed Petition,south,decision,public/one-shot-images/highcourt-sealed-petition/highcourt-sealed-petition-decision.png,pending,"Painted dark-fantasy illustration in a restrained gold-and-sage palette over deep charcoal shadow, moody directional lighting, textured brushwork, cinematic widescreen composition, no text, no watermark, no UI elements, no borders. Decision scene of ""The Sealed Petition"" - the moment the crew commits to a plan of action. Setting: Highcourt, in the world of Nexis. Scene: The petition would transfer a disputed route charter to a court brokerage at midnight, using a signature borrowed from a grave."
highcourt-sealed-petition,The Sealed Petition,south,outcome-1,public/one-shot-images/highcourt-sealed-petition/highcourt-sealed-petition-outcome-1.png,pending,"Painted dark-fantasy illustration in a restrained gold-and-sage palette over deep charcoal shadow, moody directional lighting, textured brushwork, cinematic widescreen composition, no text, no watermark, no UI elements, no borders. Outcome illustration 1 of ""The Sealed Petition"", depicting how the crew's choice resolves. Setting: Highcourt, in the world of Nexis. Outcome: You voided a forged Highcourt petition before it could transfer a route charter under a dead signature."
highcourt-sealed-petition,The Sealed Petition,south,outcome-2,public/one-shot-images/highcourt-sealed-petition/highcourt-sealed-petition-outcome-2.png,pending,"Painted dark-fantasy illustration in a restrained gold-and-sage palette over deep charcoal shadow, moody directional lighting, textured brushwork, cinematic widescreen composition, no text, no watermark, no UI elements, no borders. Outcome illustration 2 of ""The Sealed Petition"", depicting how the crew's choice resolves. Setting: Highcourt, in the world of Nexis. Outcome: You baited the Highcourt broker behind a forged petition and caught the buyer arriving with a receipt for stolen law."
